label,text,clean_text,length
ham,Hmm ill have to think about it... ok you're forgiven! =D,hmm ill have to think about it ok youre forgiven d,56
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,dont b floppy b snappy  happy only gay chat service with photo upload call 08718730666 10pmin 2 stop our texts call 08712460324,137
ham,That's cause your old. I live to be high.,thats cause your old i live to be high,41
ham,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",dont think about what u have got think about how to use it that you have got good ni8,90
ham,"I'm in a meeting, call me later at",im in a meeting call me later at,34
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,ill give her once i have it plus she said grinule greet you whenever we speak,79
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",motivate behind every darkness there is a shining light waiting for you to find it behind every best friend there is always trust and love bslvyl,153
ham,Call me when u finish then i come n pick u.,call me when u finish then i come n pick u,43
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,18 days to euro2004 kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to 83222,135
ham,Pls speak to that customer machan.,pls speak to that customer machan,34
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybee said im d sweetest in d world god laughed amp said waitu havnt met d person reading this msg moral even god can crack jokes gmgngegn,158
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,bored housewives chat n date now 08717507711 btnational rate 10pmin only from landlines,95
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,free unlimited hardcore porn direct 2 your mobile txt porn to 69200  get free access for 24 hrs then chrgd50p per day txt stop 2exit this msg is free,152
ham,"""SYMPTOMS"" when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",symptoms when u are in love 1u like listening songs 2u get stopped where u see the name of your beloved 3u wont get angry when your,139
ham,Hey they r not watching movie tonight so i'll prob b home early...,hey they r not watching movie tonight so ill prob b home early,66
ham,Your right! I'll make the appointment right now.,your right ill make the appointment right now,48
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,not heard from u4 a while call 4 rude chat private line 01223585334 to cum wan 2c pics of me gettin shagged then text pix to 8552 2end send stop 8552 sam xxx,160
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09058094455 from land line claim 3030 valid 12hrs only,136
ham,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,dont give a flying monkeys wot they think and i certainly dont mind any friend of mine and all that,103
ham,Yo im right by yo work,yo im right by yo work,22
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",science tells that chocolate will melt under the sunlight please dont walk under the sunlight bcozi dont want to loss a sweet friend,138
ham,"Ya tel, wats ur problem..",ya tel wats ur problem,25
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",smsservices for yourinclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe with stop no extra charge help 08702840625comuk 220cm2 9ae,156
ham,Sorry about that this is my mates phone and i didnt write it love Kate,sorry about that this is my mates phone and i didnt write it love kate,70
ham,You in your room? I need a few,you in your room i need a few,30
ham,Where are you lover ? I need you ...,where are you lover  i need you ,36
ham,Ugh I don't wanna get out of bed. It's so warm.,ugh i dont wanna get out of bed its so warm,47
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,tell your friends what you plan to do on valentines day  lturlgt,69
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply,136
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",as i entered my cabin my pa said  happy bday boss  i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there,156
ham,I'm wif him now buying tix lar...,im wif him now buying tix lar,33
ham,Prakesh is there know.,prakesh is there know,22
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,the worlds most happiest frnds never have the same characters dey just have the best understanding of their differences,126
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",single line with a big meaning miss anything 4 ur best life but dont miss ur best life for anything gud nyt,123
ham,"Not much, just some textin'. How bout you?",not much just some textin how bout you,42
ham, what number do u live at? Is it 11?, what number do u live at is it 11,36
ham,That is wondar full flim.,that is wondar full flim,25
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?,hey im bored so im thinking of u so wat r u doing,58
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie moons children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity,161
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,ok not sure what time tho as not sure if can get to library before class will try see you at some point have good eve,122
ham,645,645,3
ham,I'm gonna rip out my uterus.,im gonna rip out my uterus,28
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy,130
ham,Studying. But i.ll be free next weekend.,studying but ill be free next weekend,40
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",new mobiles from 2004 must go txt nokia to no 89545  collect yours today from only 1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,152
ham,"""Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx""",hi its kate it was lovely to see you tonight and ill phone you tomorrow i got to sing and a guy gave me his card xxx,120
ham,I don't think he has spatula hands!,i dont think he has spatula hands,35
ham,"Sorry, I'll call later",sorry ill call later,22
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,eh sorry leh i din c ur msg not sad already lar me watching tv now u still in office,91
ham,"Just dropped em off, omw back now",just dropped em off omw back now,33
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,lol yes our friendship is hanging on a thread cause u wont buy stuff,71
ham,"My planning usually stops at ""find hella weed, smoke hella weed""",my planning usually stops at find hella weed smoke hella weed,64
ham,Tell dear what happen to you. Why you talking to me like an alian,tell dear what happen to you why you talking to me like an alian,65
ham,No..few hours before.went to hair cut .,nofew hours beforewent to hair cut ,39
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",shit that is really shocking and scary cant imagine for a second def up for night out do u think there is somewhere i could crash for night save on taxi,157
ham,when you and derek done with class?,when you and derek done with class,35
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,asked 3mobile if 0870 chatlines inclu in free mins india cust servs sed yes l8er got mega bill 3 dont giv a shit bailiff due in days i o 250 3 want 800,158
ham,"That's very rude, you on campus?",thats very rude you on campus,32
ham,Then we wait 4 u lor... No need 2 feel bad lar...,then we wait 4 u lor no need 2 feel bad lar,49
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",isnt frnd a necesity in life imagine urself witout a frnd hwd u feel at ur colleg watll u do wth ur cell wat abt functions thnk abt events espell cared missed amp irritated u 4wrd it to all those dearloving frnds wthout whom u cant live i jst did it takecare goodmorning,293
ham,We have to pick rayan macleran there.,we have to pick rayan macleran there,37
ham,K:)eng rocking in ashes:),keng rocking in ashes,25
ham,Where to get those?,where to get those,19
ham,He's just gonna worry for nothing. And he won't give you money its no use.,hes just gonna worry for nothing and he wont give you money its no use,74
ham,No my mum went 2 dentist.,no my mum went 2 dentist,25
ham,How much u trying to get?,how much u trying to get,25
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",haha my friend tyler literally just asked if you could get him a dubsack,73
ham,Delhi and chennai still silent.,delhi and chennai still silent,31
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,aiyah sorry lor i watch tv watch until i forgot 2 check my phone,68
ham,"Arms fine, how's Cardiff and uni? ",arms fine hows cardiff and uni ,34
ham,Call me when u're done...,call me when ure done,25
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",k fyi im back in my parents place in south tampa so i might need to do the deal somewhere else,97
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",january male sale hot gay chat now cheaper call 08709222922 national rate from 15pmin cheap to 78pmin peak to stop texts call 08712460324 10pmin,155
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",and my man carlos is definitely coming by mu tonight no excuses,66
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night,146
ham,Ok thanx... Take care then...,ok thanx take care then,29
ham,Pls dont forget to study,pls dont forget to study,24
ham,We r outside already.,we r outside already,21
ham,Why are u up so early?,why are u up so early,22
ham,My birthday is on feb  &lt;#&gt;  da. .,my birthday is on feb  ltgt  da ,39
ham,No current and food here. I am alone also,no current and food here i am alone also,41
ham,Ü come lt 25 n pass to me lar, come lt 25 n pass to me lar,29
ham,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,u havent lost me ill always b here 4ui didnt intend 2 hurt u but i never knew how u felt about me when iwasmarinethats what itried2tell urmomi careabout u,161
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,alright thanks for the advice enjoy your night out ima try to get some sleep,83
ham,You are a very very very very bad girl. Or lady.,you are a very very very very bad girl or lady,48
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,he like not v shock leh cos telling shuhui is like telling leona also like dat almost all know liao he got ask me abt ur reaction lor,137
ham,I will see in half an hour,i will see in half an hour,26
ham,U should have made an appointment,u should have made an appointment,33
ham,But i dint slept in afternoon.,but i dint slept in afternoon,30
ham,Oh ho. Is this the first time u use these type of words,oh ho is this the first time u use these type of words,55
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",love isnt a decision its a feeling if we could decide who to love then life would be much simpler but then less magical,126
ham,"Maybe westshore or hyde park village, the place near my house?",maybe westshore or hyde park village the place near my house,62
ham,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",awesome question with a cute answer someone asked a boy how is ur life   he smiled amp answered   she is fine gudnite,131
ham,Anything lar...,anything lar,15
ham,"Ta-Daaaaa! I am home babe, are you still up ?",tadaaaaa i am home babe are you still up ,45
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,have you heard about that job im going to that wildlife talk again tonight if u want2come its that2worzels and a wizzle or whatever it is ,143
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,so now my dad is gonna call after he gets out of work and ask all these crazy questions,88
ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",sure thing big man i have hockey elections at 6 shouldnt go on longer than an hour though,92
ham,Just sleeping..and surfing,just sleepingand surfing,26
ham,"Tonight? Yeah, I'd be down for that",tonight yeah id be down for that,35
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,todays voda numbers ending 7548 are selected to receive a 350 award if you have a match please call 08712300220 quoting claim code 4041 standard rates app,156
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,yeah so basically any time next week you can get away from your mom amp get up before 3,89
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …,how have your little darlings been so far this week need a coffee run tomocant believe its that time of week already ,122
ham,Ü collecting ur laptop then going to configure da settings izzit?, collecting ur laptop then going to configure da settings izzit,65
ham,Ok thanx...,ok thanx,11
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,thats cool i am a gentleman and will treat you with dignity and respect,73
ham,How do you guys go to see movies on your side.,how do you guys go to see movies on your side,46
ham,Sent me ur email id soon,sent me ur email id soon,24
ham,I cant pick the phone right now. Pls send a message,i cant pick the phone right now pls send a message,51
ham,"When you just put in the + sign, choose my number and the pin will show. Right?",when you just put in the  sign choose my number and the pin will show right,79
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",hello my love what are you doing did you get to that interview today are you you happy are you being a good boy do you think of meare you missing me ,157
ham,Have you got Xmas radio times. If not i will get it now,have you got xmas radio times if not i will get it now,55
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,sorry im stil fucked after last nite went tobed at 430 got up 4 work at 630,75
ham,I'm at home. Please call,im at home please call,24
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,bored housewives chat n date now 08717507711 btnational rate 10pmin only from landlines,95
ham,What class of  &lt;#&gt;  reunion?,what class of  ltgt  reunion,34
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,ltgt  great loxahatchee xmas tree burning update you can totally see stars here,85
ham,"Aight, I'll text you when I'm back",aight ill text you when im back,34
ham,"""CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO""",can i please come up now imin towndontmatter if urgoin outl8rjust reallyneed 2docdplease dontplease dontignore mycallsu no thecd isvimportant tome 4 2moro,161
ham,I'll meet you in the lobby,ill meet you in the lobby,26
ham,"There'll be a minor shindig at my place later tonight, you interested?",therell be a minor shindig at my place later tonight you interested,70
ham,"Babe, I need your advice",babe i need your advice,24
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",same here but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it dont matter,159
ham,Sorry completely forgot * will pop em round this week if your still here?,sorry completely forgot  will pop em round this week if your still here,73
ham,In sch but neva mind u eat 1st lor..,in sch but neva mind u eat 1st lor,36
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,u gd lor go shopping i got stuff to do u wan 2 watch infernal affairs a not come lar,89
ham,Correct. So how was work today,correct so how was work today,30
ham,"""HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",hi babe uawakefeellikw shitjustfound out via aletter thatmum gotmarried 4thnovbehind ourbacks  fuckinniceselfishdeviousbitchanywayil call u,150
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",i have 2 sleeping bags 1 blanket and paper and  phone details anything else,78
ham,Already one guy loving you:-.,already one guy loving you,29
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,nice talking to you please dont forget my pix  i want to see all of you,77
ham,"Sorry, I'll call later",sorry ill call later,22
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,i hope you thats the result of being consistently intelligent and kind start asking him about practicum links and keep your ears open and all the best ttyl,158
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",poyyarikaturkolathupalayamunjalur posterode dis ltgt ,63
ham,A guy who gets used but is too dumb to realize it.,a guy who gets used but is too dumb to realize it,50
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",your account has been credited with 500 free text messages to activate just txt the word credit to no 80488 tcs www80488biz,130
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",for ur chance to win a 250 wkly shopping spree txt shop to 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk,126
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",you 07801543489 are guaranteed the latests nokia phone a 40gb ipod mp3 player or a 500 prize txt wordcollect to no83355 tcllc nyusa 150pmt msgrcvd18,158
ham,Whens your radio show?,whens your radio show,22
ham,Good Morning my Dear........... Have a great &amp; successful day.,good morning my dear have a great amp successful day,66
ham,Well I'm going to be an aunty!,well im going to be an aunty,30
ham,Good Morning plz call me sir,good morning plz call me sir,28
ham,Headin towards busetop,headin towards busetop,22
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",haha where got so fast lose weight thk muz go 4 a month den got effect geelater we go aust put bk e weight,115
ham,K then 2marrow are you coming to class.,k then 2marrow are you coming to class,39
ham,Yeah whatever lol,yeah whatever lol,17
ham,"""HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.""",hey kate hope ur ok will give u a buz wedlunch go outsomewhere 4 adrink in towncud go 2watershd 4 a bit ppl fromwrk will bthere love petexxx,152
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,haha but no money leh later got to go for tuition haha and looking for empty slots for driving lessons,108
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulations ur awarded either 500 of cd gift vouchers  free entry 2 our 100 weekly draw txt music to 87066 tncs wwwldewcom1win150ppmx3age16,148
ham,"Goodnight, sleep well da please take care pa. Please.",goodnight sleep well da please take care pa please,53
ham,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",im cool ta luv but vtired 2 cause i have been doin loads of planning all wk we have got our social services inspection at the nursery take care  spk sn x,159
ham,Not getting anywhere with this damn job hunting over here!,not getting anywhere with this damn job hunting over here,58
ham,Aah bless! How's your arm?,aah bless hows your arm,26
ham,I will see in half an hour,i will see in half an hour,26
ham,"I'm back, lemme know when you're ready",im back lemme know when youre ready,38
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",hey what happened u switch off ur cell d whole day this isnt good now if u do care give me a call tomorrow,112
ham,Ok.,ok,3
ham,Hmm thinking lor...,hmm thinking lor,19
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,goodmorning today i am late for  ltdecimalgt min,53
ham,Ok...,ok,5
ham,That's significant but dont worry.,thats significant but dont worry,34
ham,DO NOT B LATE LOVE MUM,do not b late love mum,22
ham,Yes:)sura in sun tv.:)lol.,yessura in sun tvlol,26
ham,Was it something u ate?,was it something u ate,23
ham,Sitting ard nothing to do lor. U leh busy w work?,sitting ard nothing to do lor u leh busy w work,49
ham,Ok then i will come to ur home after half an hour,ok then i will come to ur home after half an hour,49
ham,No de. But call me after some time. Ill tell you k,no de but call me after some time ill tell you k,50
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,hey hunonbus goin 2 meet him he wants 2go out 4a meal but i donyt feel like it cuz have 2 get last bus homebut hes sweet latelyxxx,133
ham,You bad girl. I can still remember them,you bad girl i can still remember them,39
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",hellohow u doingwhat u been up 2when will u b moving out of the flat cos i will need to arrange to pick up the lamp etc take care hello caroline,152
ham,I want snow. It's just freezing and windy.,i want snow its just freezing and windy,42
ham,Dude we should go sup again,dude we should go sup again,27
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",hi mobile no  ltgt  has added you in their contact list on wwwfullonsmscom it s a great place to send free sms to people for more visit fullonsmscom,158
ham,"Hey , is * rite u put »10 evey mnth is that all?",hey  is  rite u put 10 evey mnth is that all,48
ham,Ill call you evening ill some ideas.,ill call you evening ill some ideas,36
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",i know where the  ltgt  is ill be there around 5,55
ham,I think it's all still in my car,i think its all still in my car,32
ham,Actually i'm waiting for 2 weeks when they start putting ad.,actually im waiting for 2 weeks when they start putting ad,60
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :),hmm yeah if your not too grooved out and im looking forward to my pound special ,83
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",good afternoon my love it was good to see your words on ym and get your tm very smart move my slave  smiles  i drink my coffee and await you,153
ham,Am surfing online store. For offers do you want to buy any thing.,am surfing online store for offers do you want to buy any thing,65
ham,I love your ass! Do you enjoy doggy style? :),i love your ass do you enjoy doggy style ,45
ham,Nope... Juz off from work...,nope juz off from work,28
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,84
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",like i made him throw up when we were smoking in our friends car one time it was awesome,90
ham,Oh did you charge camera,oh did you charge camera,24
ham,Otherwise had part time job na-tuition..,otherwise had part time job natuition,40
ham,aathi..where are you dear..,aathiwhere are you dear,27
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,a link to your picture has been sent you can also use httpalto18coukwavewaveaspo44345,96
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,pls give her prometazine syrup 5mls then  ltgt mins later feed,69
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,hey  dont forget  you are mine  for me  my possession  my property  mmm  childish smile ,113
ham,Why she wants to talk to me,why she wants to talk to me,27
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,oh yes i can speak txt 2 u no hmm did u get  email,53
ham,Where r we meeting?,where r we meeting,19
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",u can win 100 of music gift vouchers every week starting now txt the word draw to 87066 tscs wwwidewcom skillgame 1winaweek age16 150ppermesssubscription,159
ham,If I get there before you after your ten billion calls and texts so help me god,if i get there before you after your ten billion calls and texts so help me god,79
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,cashbincouk get lots of cash this weekend wwwcashbincouk dear welcome to the weekend we have got our biggest and best ever cash give away these,155
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",superb thought be grateful that u dont have everything u want that means u still have an opportunity to be happier tomorrow than u are today,148
ham,Mmm so yummy babe ... Nice jolt to the suzy,mmm so yummy babe  nice jolt to the suzy,43
ham,Near kalainar tv office.thenampet,near kalainar tv officethenampet,33
ham,Dear where you will be when i reach there,dear where you will be when i reach there,41
ham,I'm freezing and craving ice. Fml,im freezing and craving ice fml,33
ham,I'm stuck in da middle of da row on da right hand side of da lt... ,im stuck in da middle of da row on da right hand side of da lt ,67
ham,Can you use foreign stamps for whatever you send them off for? ,can you use foreign stamps for whatever you send them off for ,63
ham,"Sorry, I'll call later in meeting",sorry ill call later in meeting,33
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,ill pick you up at about 515pm to go to taunton if you still want to come,76
ham,It shall be fine. I have avalarr now. Will hollalater,it shall be fine i have avalarr now will hollalater,53
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",thank you for callingforgot to say happy onam to you sirjii am fine here and remembered you when i met an insurance personmeet you in qatar insha allahrakhesh ex tata aig who joined tisscotayseer,202
ham,"""Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx""",hellodrivby0quit edrunk sorry iff pthis makes no senrddnot no how  dancce 2 drum n basqihave fun 2nhite x ros xxxxxxx,127
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",good afternoon my boytoy  how are you feeling today  better i hope are you being my good boy are you my obedient slave do you please your queen,153
ham,"K, can that happen tonight?",k can that happen tonight,27
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",housemaid is the murderer coz the man was murdered on  ltgt th january as public holiday all govtinstituitions are closedincluding post officeunderstand,166
ham,"K, wat s tht incident?",k wat s tht incident,22
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",ditto and you wont have to worry about me saying anything to you anymore like i said last night you do whatever you want and ill do the same peace,153
ham,I AM AT A PARTY WITH ALEX NICHOLS,i am at a party with alex nichols,33
ham, and  picking them up from various points, and  picking them up from various points,41
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cashbalance is currently 500 pounds  to maximize ur cashin now send collect to 83600 only 150pmsg cc 08718720201 po box 11414 tcrw1,142
ham,Babe ? I lost you ... Will you try rebooting ?,babe  i lost you  will you try rebooting ,46
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,pleassssssseeeeee tel me v avent done sportsx,45
ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night",once a fishrman woke early in d mrng it was very dark he waited a while amp found a sack ful of stones he strtd throwin thm in2 d sea 2 pass time atlast he had jus 1stone sun rose up amp he found out tht those r nt stones those were diamonds moraldont wake up early in d mrng good night,301
ham,"Sure, whenever you show the fuck up &gt;:(",sure whenever you show the fuck up gt,42
ham,Really dun bluff me leh... U sleep early too. Nite...,really dun bluff me leh u sleep early too nite,53
